"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3591","test_valid_phone[chromium- +994501234567]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2942","test_valid_phone[chromium-+33142345678]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","941","test_contact_form_message_validation[chromium]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2833","test_invalid_name[chromium-\u0410]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3450","test_invalid_email[chromium-test.example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","239","test_contact_date_cannot_be_filled[chromium]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","1028","test_contact_form_date_picker_choose[chromium-30]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2792","test_valid_name[chromium-\u0410\u043d\u043d\u0430-\u041c\u0430\u0440\u0438\u044f]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3576","test_valid_name[chromium-O'Connor]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3396","test_valid_phone[chromium-+994501234567 ]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3417","test_invalid_phone[chromium-]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3383","test_valid_phone[chromium-+442071838750]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","997","test_contact_form_choose_event_type[chromium-\u0424\u0435\u0441\u0442\u0438\u0432\u0430\u043b\u044c]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3401","test_valid_email[chromium-a@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2404","test_valid_phone[chromium-994501234567]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3403","test_valid_name[chromium-Valerii]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3310","test_valid_email[chromium-user.name@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","529","test_contact_form_required_fields_are_visible[chromium]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3598","test_invalid_name[chromium-   ]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","492","test_navigation_reviews_header[chromium]","tests","2026-08-13","passed","2026-08-13","","test_navigation","",""
"","2837","test_valid_name[chromium-\u0410\u043b\u0435\u043a\u0441\u0435\u0439 O'Connor]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3231","test_invalid_email[chromium-te..st@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3334","test_invalid_email[chromium-test@example]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3064","test_valid_name[chromium-\u041c\u0430\u0440\u0438\u044f \u0418\u0432\u0430\u043d\u043e\u0432\u0430]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","930","test_contact_form_date_picker_is_opened[chromium]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3516","test_invalid_email[chromium-test.@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2918","test_valid_email[chromium-test@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2789","test_invalid_phone[chromium-+99450_123456]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","934","test_contact_form_choose_event_type[chromium-\u041a\u043e\u043d\u0446\u0435\u0440\u0442]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3407","test_valid_name[chromium-\u0412\u0430\u043b\u0435\u0440\u0438\u0439]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","1052","test_contact_form_event_type[chromium]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","847","test_contact_form_choose_event_type[chromium-\u041a\u043e\u0440\u043f\u043e\u0440\u0430\u0442\u0438\u0432]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3325","test_valid_email[chromium-bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb@domain.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3429","test_valid_name[chromium-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3408","test_valid_email[chromium-user123@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3408","test_valid_email[chromium-first.last@example.az]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3543","test_valid_phone[chromium-+994551234567]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2885","test_invalid_email[chromium-.test@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3488","test_invalid_phone[chromium-+99450@123456]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3410","test_invalid_email[chromium-]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3514","test_valid_email[chromium-user+tag@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3405","test_valid_email[chromium-user123@test-domain.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3481","test_invalid_email[chromium-test@example..com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3425","test_valid_phone[chromium-++994501234567]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2982","test_valid_name[chromium-Jean Pierre-Smith]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","2853","test_valid_phone[chromium-+994501234567]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","495","test_contact_form_required_fields_are_marked[chromium]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","1158","test_invalid_name[chromium-]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3462","test_invalid_email[chromium-test@example.]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3420","test_valid_email[chromium-user_name@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3353","test_valid_name[chromium-Jean-Pierre]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","940","test_contact_form_choose_event_type[chromium-\u0427\u0430\u0441\u0442\u043d\u043e\u0435 \u0441\u043e\u0431\u044b\u0442\u0438\u0435]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","1141","test_contact_form_date_picker_choose[chromium-0]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3402","test_invalid_email[chromium-test@]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3352","test_invalid_phone[chromium-+99450123ABC]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","842","test_contact_form_choose_event_type[chromium-\u0421\u0432\u0430\u0434\u044c\u0431\u0430]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3415","test_valid_email[chromium-user-name@example.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3425","test_invalid_email[chromium-test@@]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","3431","test_valid_email[chromium-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq.com]","tests","2026-08-13","passed","2026-08-13","","test_contact_form","",""
"","1292","test_navigation_repertoire_header[chromium]","tests","2026-08-13","passed","2026-08-13","","test_navigation","",""
