"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3488","test_valid_name[chromium-\u0410\u043d\u043d\u0430-\u041c\u0430\u0440\u0438\u044f]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3420","test_valid_email[chromium-user-name@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3481","test_invalid_email[chromium-test@]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3578","test_valid_email[chromium-test@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","680","test_navigation_reviews_header[chromium]","tests","2026-08-17","passed","2026-08-17","","test_navigation","",""
"","3018","test_invalid_email[chromium-test]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3542","test_valid_phone[chromium-+12025550123]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3404","test_valid_email[chromium-user123@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3385","test_valid_phone[chromium-++994501234567]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","633","test_navigation_video_header[chromium]","tests","2026-08-17","passed","2026-08-17","","test_navigation","",""
"","1080","test_contact_form_event_type[chromium]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3408","test_valid_email[chromium-user_name@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3066","test_invalid_email[chromium-test@@]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","1283","test_contact_form_date_picker_choose[chromium-30]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","1085","test_contact_form_date_picker_choose[chromium-7]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3479","test_valid_name[chromium-Jean-Pierre]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3535","test_valid_name[chromium-\u041c\u0430\u0440\u0438\u044f \u0418\u0432\u0430\u043d\u043e\u0432\u0430]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3295","test_valid_email[chromium-bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb@domain.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3332","test_valid_phone[chromium-+994501234567 ]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3384","test_invalid_phone[chromium-]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","489","test_contact_form_required_fields_are_visible[chromium]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3281","test_valid_email[chromium-user.name@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3521","test_invalid_email[chromium-test@.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3566","test_valid_email[chromium-user+tag@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3388","test_invalid_email[chromium-test@example.]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","878","test_invalid_name[chromium-]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","2951","test_invalid_email[chromium-test@example..com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3543","test_valid_phone[chromium-+442071838750]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","979","test_contact_form_choose_event_type[chromium-\u0424\u0435\u0441\u0442\u0438\u0432\u0430\u043b\u044c]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","2980","test_valid_phone[chromium- +994501234567]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","1014","test_contact_form_date_picker_choose[chromium-0]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3461","test_valid_phone[chromium-+994501234567]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3562","test_invalid_email[chromium-test.@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3400","test_invalid_email[chromium-test.example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","2704","test_invalid_name[chromium-   ]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","1319","test_navigation_repertoire_header[chromium]","tests","2026-08-17","passed","2026-08-17","","test_navigation","",""
"","898","test_contact_form_choose_event_type[chromium-\u0421\u0432\u0430\u0434\u044c\u0431\u0430]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","2802","test_valid_email[chromium-a@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3495","test_invalid_phone[chromium-+99450@123456]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","970","test_contact_form_choose_event_type[chromium-\u041a\u043e\u0440\u043f\u043e\u0440\u0430\u0442\u0438\u0432]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3630","test_invalid_email[chromium-@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","827","test_invalid_email[chromium-.test@example.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3436","test_valid_email[chromium-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
"","3374","test_valid_email[chromium-user123@test-domain.com]","tests","2026-08-17","passed","2026-08-17","","test_contact_form","",""
